Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,15,2511,37503,51,24131,311,63906,69314,70208,71828
2,28,2770,41183,1927,22969,218,68630,77436,78147,81627
