Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,3944,33,152,12,43,3,233,288,307,352
2,9616,33,119,11,31,3,190,231,264,325
