Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,5090,32,134,12,6,3,189,214,221,243
2,11080,32,122,8,4,3,167,196,211,259
