Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,3025,2,146,11,159,4,321,336,346,399
2,5192,3,168,46,152,6,366,417,438,507
