Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
1,3493,4,189,12,65,7,276,308,329,374
2,6814,4,203,17,53,7,272,361,388,445
